Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,69,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,Total Events,,,,
"1(1,A1)",Background0,274.5,59.5,31,53,38,58,152,61,385,177,1086,,,,
"2(1,B1)",African-Mix-Standard1,7958.5,797,32,32,22,700,295,31,270,343,870,,,,
"3(1,C1)",African-Mix-Standard2,4894,277,30,24,22,187,152,27,220,167,1087,,,,
"4(1,D1)",African-Mix-Standard3,2247,103.5,29.5,29,24,69.5,109.5,31,205.5,144.5,1077,,,,
"5(1,E1)",African-Mix-Standard4,1022,48,29,22,21,40,96,28,262,121.5,1153,,,,
"6(1,F1)",African-Mix-Standard5,422,44,31,35.5,29,47,114,37,217.5,125,948,,,,
"7(1,G1)",African-Mix-Standard6,271,41,33,40,33,42,118,36,298,158,1200,,,,
"8(1,H1)",African-Mix-Standard7,349.5,58,36,48,40,47,185.5,53,424.5,246,1172,,,,
"9(1,A2)",Background0,275,61.5,32,49,52,57,176,61,402,203,1006,,,,
"10(1,B2)",African-Mix-Standard1,8072,704,30,21,20,564,259.5,25,260,299,1092,,,,
"11(1,C2)",African-Mix-Standard2,5476.5,281.5,31,27,26,206,194,34,296,223,1074,,,,
"12(1,D2)",African-Mix-Standard3,2338.5,96,30,27,23.5,64,125,29,262,138,1001,,,,
"13(1,E2)",African-Mix-Standard4,1048,58.5,31,28,28,44,131.5,36.5,284,176.5,1041,,,,
"14(1,F2)",African-Mix-Standard5,397.5,46,34,34,27,40.5,114,36,230,115.5,1135,,,,
"15(1,G2)",African-Mix-Standard6,375,58.5,36,46,47,66,190.5,48,461,213,973,,,,
"16(1,H2)",African-Mix-Standard7,328,53,35,46,40,48,160,59,335,156.5,1138,,,,
"17(1,A3)",Healthy-control-negative,182,30,32,34,26,34,107,35,262.5,140.5,1010,,,,
"18(1,B3)",Healthy-control-negative,169,36,28,32,26,33,104,29,256,120,1209,,,,
"19(1,C3)",RAM-001,8979,611.5,49,15.5,13.5,4239,3752.5,20,495,130,1115,,,,
"20(1,D3)",RAC-001-T01,697,1685,30,32,33,49,214,62,243.5,107,1108,,,,
"21(1,E3)",RAM-002,359,97.5,38,97,76,93,210,95,472,246,1325,,,,
"22(1,F3)",RAC-002-T01,5632.5,43,28,17,15,2537.5,632,28,163,65,1116,,,,
"23(1,G3)",RAC-002-T07,300,331.5,31,213,10,19,54.5,18,29853,27,1021,,,,
"24(1,H3)",RAC-002-T08,288,575.5,29,228,10,18,59,30,29172,29,1110,,,,
"25(1,A4)",RAM-005,7346,4002,40,1079,17,2320,958,321,101,54,1167,,,,
"26(1,B4)",RAC-005-T01,8066,102,32.5,54.5,64,2644,198,101,211,141,1043,,,,
"27(1,C4)",RAC-005-T08,573,61,29,23.5,20,361.5,137.5,29,9981.5,92,1074,,,,
"28(1,D4)",RAM-007,7147.5,27,28,17,14,4894.5,2160,16,579,40,1142,,,,
"29(1,E4)",RAC-007-T01,2261,2611,32,25,22,127,117,32.5,171,92,1135,,,,
"30(1,F4)",RAC-007-T07,101,957,29.5,14,12,19,62,19.5,27311,30,1204,,,,
"31(1,G4)",RAC-007-T08,188,874,44,24,17,28,123,84,26521,143,1121,,,,
"32(1,H4)",RAM-008,8096,1090,28,15,14,2116,59,21,500.5,65,1157,,,,
"33(1,A5)",RAC-008-T01,4284,54,29,28,29,42,96.5,46,239.5,96,1078,,,,
"34(1,B5)",RAC-008-T07,548.5,22,27,39.5,11,18,69,18.5,25144,31,1124,,,,
"35(1,C5)",RAC-008-T08,289.5,28,26,150,14,20,92,20,6960,51,1158,,,,
"36(1,D5)",RAM-009,7440,263,29,15,13,3513,4005,26,1350,1756.5,1190,,,,
"37(1,E5)",RAC-009-T01,5096,45,34.5,33,32,53,964,54,162,114,1201,,,,
"38(1,F5)",RAC-009-T07,330.5,27,29.5,31,16,23,101.5,33,27906,44,1140,,,,
"39(1,G5)",RAC-009-T08,206,44,35,41,35,49,170,87,7893,165,1233,,,,
"40(1,H5)",RAM-010,8440,4147,27,17,14,15,38.5,18,2107,66,1256,,,,
"41(1,A6)",RAC-010-T01,2354,82.5,37,170.5,55,59,164,92,250,143,1129,,,,
"42(1,B6)",RAC-010-T07,107,30,29,44,21,33,65,30,27656,71,1078,,,,
"43(1,C6)",RAC-010-T08,125,36,33,235,26,40,96,43,10487.5,111,1246,,,,
"44(1,D6)",RAM-011,8638,115,28,23,21.5,829.5,281,181,1034.5,72,1171,,,,
"45(1,E6)",RAC-011-T01,422,169.5,47,180,125,99,211,222,380,163.5,1090,,,,
"46(1,F6)",RAC-011-T07,93,720,29,39,18,30.5,78.5,24,25819.5,66,1167,,,,
"47(1,G6)",RAC-011-T08,121,1108,29,34,21,33,84,30,10898,87,1200,,,,
"48(1,H6)",RAM-012,230,73.5,32.5,60,47,59,149,53.5,270,153,1191,,,,
"49(1,A7)",RAC-012-T01,471,213.5,52,209,131,113,212,253.5,381,161,1054,,,,
"50(1,B7)",RAC-012-T07,127,58,35,176,48,44,92,79,23825,57.5,1183,,,,
"51(1,C7)",RAC-012-T08,113,32,36.5,35,23,26,78,44,8641,73.5,1215,,,,
"52(1,D7)",RAM-013,7513,31,27,23,16,4346,1132.5,26.5,273,80.5,1280,,,,
"53(1,E7)",RAC-013-T01,1716,180,32,115.5,152,110.5,206,241.5,361,124,1385,,,,
"54(1,F7)",RAC-013-T07,111.5,850,30,46,19.5,26,68,46,23522,47,1228,,,,
"55(1,G7)",RAC-013-T08,145,882,35,29,25,32,120,41,7573,108,1232,,,,
"56(1,H7)",RAM-015,2569.5,21,79.5,15,11,5705,5011,14,165.5,774.5,1129,,,,
"57(1,A8)",RAC-015-T01,1408,306,36.5,287,209.5,334,403.5,303.5,407.5,183,1120,,,,
"58(1,B8)",RAC-015-T07,231,8210,33,133.5,92.5,79,190,174,23089,90.5,1262,,,,
"59(1,C8)",RAC-015-T08,233.5,4603,34,59,82,75,167,131.5,12533,117.5,1167,,,,
"60(1,D8)",RAM-016,6648,1028,25,21,22,1164,68,37,628.5,155,1216,,,,
"61(1,E8)",RAC-016-T01,1919,62,31,33,42,4051,240,83,192,90,1144,,,,
"62(1,F8)",RAC-016-T07,624,389,29,72,18,1457,96,33,23786,51,1264,,,,
"63(1,G8)",RAC-016-T08,274.5,2143,27,67,18,909.5,99.5,68,7441,84,1305,,,,
"64(1,H8)",RAM-017,7823,37,29,18,16,31,89,20,162,63.5,1170,,,,
"65(1,A9)",RAC-017-T01,753,4728,31,28.5,19,31,66,26,150,78,1095,,,,
"66(1,B9)",RAC-017-T07,55,2945,28,25,12,30,49,29,23114,37,1321,,,,
"67(1,C9)",RAC-017-T08,347,1648,35,40,32,47,163,48,9844,212.5,1132,,,,
"68(1,D9)",RAM-018,5073,245.5,28,13,9,4517.5,48,16,472,35,1284,,,,
"69(1,E9)",RAC-018-T01,376,1716,34,44,38,47,140.5,60,245.5,135,1122,,,,
"70(1,F9)",RAC-018-T07,70,719,28,20,14.5,23,69.5,25,23586,45,1200,,,,
"71(1,G9)",RAC-018-T08,92,927.5,31,21.5,20,27,90.5,30.5,17478,66.5,1194,,,,
"72(1,H9)",RAM-019,8456,464,293,14,11,3261,34,14,1712.5,123.5,1315,,,,
"73(1,A10)",RAC-019-T01,7759,1485,28,22,22,1419,67,28,153,89.5,890,,,,
"74(1,B10)",RAM-021,5323,765,31,16.5,14,5133,646.5,153,2907.5,991,1147,,,,
"75(1,C10)",RAC-021-T01,1255,75.5,33,45,56,527,143,89,195,104.5,934,,,,
"76(1,D10)",RAC-021-T07,938.5,4424.5,28.5,74.5,16,88,82,35,19179,71,838,,,,
"77(1,E10)",RAC-021-T08,861,4934,35,40,28,44,112,48.5,8590,129.5,1277,,,,
"78(1,F10)",HCAM-001,120,30.5,29,25,19,24.5,81,25,180.5,101,1036,,,,
"79(1,G10)",HCAM-001,87,18,26,17,13,17,43,15,103.5,54,1290,,,,
,,,,,,,,,,,,,,,,
DataType:,Net MFI,,,,,,,,,,,,,,,
Location,Sample,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,Total Events,,,,
"1(1,A1)",Background0,-0.25,-1,-0.5,2,-7,0.5,-12,0,-8.5,-13,1086,,,,
"2(1,B1)",African-Mix-Standard1,7683.75,736.5,0.5,-19,-23,642.5,131,-30,-123.5,153,870,,,,
"3(1,C1)",African-Mix-Standard2,4619.25,216.5,-1.5,-27,-23,129.5,-12,-34,-173.5,-23,1087,,,,
"4(1,D1)",African-Mix-Standard3,1972.25,43,-2,-22,-21,12,-54.5,-30,-188,-45.5,1077,,,,
"5(1,E1)",African-Mix-Standard4,747.25,-12.5,-2.5,-29,-24,-17.5,-68,-33,-131.5,-68.5,1153,,,,
"6(1,F1)",African-Mix-Standard5,147.25,-16.5,-0.5,-15.5,-16,-10.5,-50,-24,-176,-65,948,,,,
"7(1,G1)",African-Mix-Standard6,-3.75,-19.5,1.5,-11,-12,-15.5,-46,-25,-95.5,-32,1200,,,,
"8(1,H1)",African-Mix-Standard7,74.75,-2.5,4.5,-3,-5,-10.5,21.5,-8,31,56,1172,,,,
"9(1,A2)",Background0,0.25,1,0.5,-2,7,-0.5,12,0,8.5,13,1006,,,,
"10(1,B2)",African-Mix-Standard1,7797.25,643.5,-1.5,-30,-25,506.5,95.5,-36,-133.5,109,1092,,,,
"11(1,C2)",African-Mix-Standard2,5201.75,221,-0.5,-24,-19,148.5,30,-27,-97.5,33,1074,,,,
"12(1,D2)",African-Mix-Standard3,2063.75,35.5,-1.5,-24,-21.5,6.5,-39,-32,-131.5,-52,1001,,,,
"13(1,E2)",African-Mix-Standard4,773.25,-2,-0.5,-23,-17,-13.5,-32.5,-24.5,-109.5,-13.5,1041,,,,
"14(1,F2)",African-Mix-Standard5,122.75,-14.5,2.5,-17,-18,-17,-50,-25,-163.5,-74.5,1135,,,,
"15(1,G2)",African-Mix-Standard6,100.25,-2,4.5,-5,2,8.5,26.5,-13,67.5,23,973,,,,
"16(1,H2)",African-Mix-Standard7,53.25,-7.5,3.5,-5,-5,-9.5,-4,-2,-58.5,-33.5,1138,,,,
"17(1,A3)",Healthy-control-negative,-92.75,-30.5,0.5,-17,-19,-23.5,-57,-26,-131,-49.5,1010,,,,
"18(1,B3)",Healthy-control-negative,-105.75,-24.5,-3.5,-19,-19,-24.5,-60,-32,-137.5,-70,1209,,,,
"19(1,C3)",RAM-001,8704.25,551,17.5,-35.5,-31.5,4181.5,3588.5,-41,101.5,-60,1115,,,,
"20(1,D3)",RAC-001-T01,422.25,1624.5,-1.5,-19,-12,-8.5,50,1,-150,-83,1108,,,,
"21(1,E3)",RAM-002,84.25,37,6.5,46,31,35.5,46,34,78.5,56,1325,,,,
"22(1,F3)",RAC-002-T01,5357.75,-17.5,-3.5,-34,-30,2480,468,-33,-230.5,-125,1116,,,,
"23(1,G3)",RAC-002-T07,25.25,271,-0.5,162,-35,-38.5,-109.5,-43,29459.5,-163,1021,,,,
"24(1,H3)",RAC-002-T08,13.25,515,-2.5,177,-35,-39.5,-105,-31,28778.5,-161,1110,,,,
"25(1,A4)",RAM-005,7071.25,3941.5,8.5,1028,-28,2262.5,794,260,-292.5,-136,1167,,,,
"26(1,B4)",RAC-005-T01,7791.25,41.5,1,3.5,19,2586.5,34,40,-182.5,-49,1043,,,,
"27(1,C4)",RAC-005-T08,298.25,0.5,-2.5,-27.5,-25,304,-26.5,-32,9588,-98,1074,,,,
"28(1,D4)",RAM-007,6872.75,-33.5,-3.5,-34,-31,4837,1996,-45,185.5,-150,1142,,,,
"29(1,E4)",RAC-007-T01,1986.25,2550.5,0.5,-26,-23,69.5,-47,-28.5,-222.5,-98,1135,,,,
"30(1,F4)",RAC-007-T07,-173.75,896.5,-2,-37,-33,-38.5,-102,-41.5,26917.5,-160,1204,,,,
"31(1,G4)",RAC-007-T08,-86.75,813.5,12.5,-27,-28,-29.5,-41,23,26127.5,-47,1121,,,,
"32(1,H4)",RAM-008,7821.25,1029.5,-3.5,-36,-31,2058.5,-105,-40,107,-125,1157,,,,
"33(1,A5)",RAC-008-T01,4009.25,-6.5,-2.5,-23,-16,-15.5,-67.5,-15,-154,-94,1078,,,,
"34(1,B5)",RAC-008-T07,273.75,-38.5,-4.5,-11.5,-34,-39.5,-95,-42.5,24750.5,-159,1124,,,,
"35(1,C5)",RAC-008-T08,14.75,-32.5,-5.5,99,-31,-37.5,-72,-41,6566.5,-139,1158,,,,
"36(1,D5)",RAM-009,7165.25,202.5,-2.5,-36,-32,3455.5,3841,-35,956.5,1566.5,1190,,,,
"37(1,E5)",RAC-009-T01,4821.25,-15.5,3,-18,-13,-4.5,800,-7,-231.5,-76,1201,,,,
"38(1,F5)",RAC-009-T07,55.75,-33.5,-2,-20,-29,-34.5,-62.5,-28,27512.5,-146,1140,,,,
"39(1,G5)",RAC-009-T08,-68.75,-16.5,3.5,-10,-10,-8.5,6,26,7499.5,-25,1233,,,,
"40(1,H5)",RAM-010,8165.25,4086.5,-4.5,-34,-31,-42.5,-125.5,-43,1713.5,-124,1256,,,,
"41(1,A6)",RAC-010-T01,2079.25,22,5.5,119.5,10,1.5,0,31,-143.5,-47,1129,,,,
"42(1,B6)",RAC-010-T07,-167.75,-30.5,-2.5,-7,-24,-24.5,-99,-31,27262.5,-119,1078,,,,
"43(1,C6)",RAC-010-T08,-149.75,-24.5,1.5,184,-19,-17.5,-68,-18,10094,-79,1246,,,,
"44(1,D6)",RAM-011,8363.25,54.5,-3.5,-28,-23.5,772,117,120,641,-118,1171,,,,
"45(1,E6)",RAC-011-T01,147.25,109,15.5,129,80,41.5,47,161,-13.5,-26.5,1090,,,,
"46(1,F6)",RAC-011-T07,-181.75,659.5,-2.5,-12,-27,-27,-85.5,-37,25426,-124,1167,,,,
"47(1,G6)",RAC-011-T08,-153.75,1047.5,-2.5,-17,-24,-24.5,-80,-31,10504.5,-103,1200,,,,
"48(1,H6)",RAM-012,-44.75,13,1,9,2,1.5,-15,-7.5,-123.5,-37,1191,,,,
"49(1,A7)",RAC-012-T01,196.25,153,20.5,158,86,55.5,48,192.5,-12.5,-29,1054,,,,
"50(1,B7)",RAC-012-T07,-147.75,-2.5,3.5,125,3,-13.5,-72,18,23431.5,-132.5,1183,,,,
"51(1,C7)",RAC-012-T08,-161.75,-28.5,5,-16,-22,-31.5,-86,-17,8247.5,-116.5,1215,,,,
"52(1,D7)",RAM-013,7238.25,-29.5,-4.5,-28,-29,4288.5,968.5,-34.5,-120.5,-109.5,1280,,,,
"53(1,E7)",RAC-013-T01,1441.25,119.5,0.5,64.5,107,53,42,180.5,-32.5,-66,1385,,,,
"54(1,F7)",RAC-013-T07,-163.25,789.5,-1.5,-5,-25.5,-31.5,-96,-15,23128.5,-143,1228,,,,
"55(1,G7)",RAC-013-T08,-129.75,821.5,3.5,-22,-20,-25.5,-44,-20,7179.5,-82,1232,,,,
"56(1,H7)",RAM-015,2294.75,-39.5,48,-36,-34,5647.5,4847,-47,-228,584.5,1129,,,,
"57(1,A8)",RAC-015-T01,1133.25,245.5,5,236,164.5,276.5,239.5,242.5,14,-7,1120,,,,
"58(1,B8)",RAC-015-T07,-43.75,8149.5,1.5,82.5,47.5,21.5,26,113,22695.5,-99.5,1262,,,,
"59(1,C8)",RAC-015-T08,-41.25,4542.5,2.5,8,37,17.5,3,70.5,12139.5,-72.5,1167,,,,
"60(1,D8)",RAM-016,6373.25,967.5,-6.5,-30,-23,1106.5,-96,-24,235,-35,1216,,,,
"61(1,E8)",RAC-016-T01,1644.25,1.5,-0.5,-18,-3,3993.5,76,22,-201.5,-100,1144,,,,
"62(1,F8)",RAC-016-T07,349.25,328.5,-2.5,21,-27,1399.5,-68,-28,23392.5,-139,1264,,,,
"63(1,G8)",RAC-016-T08,-0.25,2082.5,-4.5,16,-27,852,-64.5,7,7047.5,-106,1305,,,,
"64(1,H8)",RAM-017,7548.25,-23.5,-2.5,-33,-29,-26.5,-75,-41,-231.5,-126.5,1170,,,,
"65(1,A9)",RAC-017-T01,478.25,4667.5,-0.5,-22.5,-26,-26.5,-98,-35,-243.5,-112,1095,,,,
"66(1,B9)",RAC-017-T07,-219.75,2884.5,-3.5,-26,-33,-27.5,-115,-32,22720.5,-153,1321,,,,
"67(1,C9)",RAC-017-T08,72.25,1587.5,3.5,-11,-13,-10.5,-1,-13,9450.5,22.5,1132,,,,
"68(1,D9)",RAM-018,4798.25,185,-3.5,-38,-36,4460,-116,-45,78.5,-155,1284,,,,
"69(1,E9)",RAC-018-T01,101.25,1655.5,2.5,-7,-7,-10.5,-23.5,-1,-148,-55,1122,,,,
"70(1,F9)",RAC-018-T07,-204.75,658.5,-3.5,-31,-30.5,-34.5,-94.5,-36,23192.5,-145,1200,,,,
"71(1,G9)",RAC-018-T08,-182.75,867,-0.5,-29.5,-25,-30.5,-73.5,-30.5,17084.5,-123.5,1194,,,,
"72(1,H9)",RAM-019,8181.25,403.5,261.5,-37,-34,3203.5,-130,-47,1319,-66.5,1315,,,,
"73(1,A10)",RAC-019-T01,7484.25,1424.5,-3.5,-29,-23,1361.5,-97,-33,-240.5,-100.5,890,,,,
"74(1,B10)",RAM-021,5048.25,704.5,-0.5,-34.5,-31,5075.5,482.5,92,2514,801,1147,,,,
"75(1,C10)",RAC-021-T01,980.25,15,1.5,-6,11,469.5,-21,28,-198.5,-85.5,934,,,,
"76(1,D10)",RAC-021-T07,663.75,4364,-3,23.5,-29,30.5,-82,-26,18785.5,-119,838,,,,
"77(1,E10)",RAC-021-T08,586.25,4873.5,3.5,-11,-17,-13.5,-52,-12.5,8196.5,-60.5,1277,,,,
"78(1,F10)",HCAM-001,-154.75,-30,-2.5,-26,-26,-33,-83,-36,-213,-89,1036,,,,
"79(1,G10)",HCAM-001,-187.75,-42.5,-5.5,-34,-32,-40.5,-121,-46,-290,-136,1290,,,,
,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,
Location,Sample,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,Total Events,,,,
"1(1,A1)",Background0,102,92,89,123,88,102,103,145,127,115,1086,,,,
"2(1,B1)",African-Mix-Standard1,74,87,96,101,89,97,70,103,73,80,870,,,,
"3(1,C1)",African-Mix-Standard2,97,115,116,143,113,120,87,122,67,107,1087,,,,
"4(1,D1)",African-Mix-Standard3,85,102,118,128,112,112,98,114,100,108,1077,,,,
"5(1,E1)",African-Mix-Standard4,91,98,99,137,110,141,93,121,127,136,1153,,,,
"6(1,F1)",African-Mix-Standard5,87,79,86,128,89,108,83,105,94,89,948,,,,
"7(1,G1)",African-Mix-Standard6,97,104,119,126,99,120,111,124,135,165,1200,,,,
"8(1,H1)",African-Mix-Standard7,110,118,96,136,107,115,92,127,128,143,1172,,,,
"9(1,A2)",Background0,97,92,92,104,97,99,93,101,113,118,1006,,,,
"10(1,B2)",African-Mix-Standard1,110,96,104,117,96,117,114,125,102,111,1092,,,,
"11(1,C2)",African-Mix-Standard2,84,100,122,135,93,99,115,106,109,111,1074,,,,
"12(1,D2)",African-Mix-Standard3,98,77,97,121,104,109,85,105,102,103,1001,,,,
"13(1,E2)",African-Mix-Standard4,83,88,120,126,102,123,94,118,91,96,1041,,,,
"14(1,F2)",African-Mix-Standard5,104,100,122,117,99,128,111,123,119,112,1135,,,,
"15(1,G2)",African-Mix-Standard6,84,84,111,119,79,96,96,119,89,96,973,,,,
"16(1,H2)",African-Mix-Standard7,101,98,109,111,115,105,101,131,129,138,1138,,,,
"17(1,A3)",Healthy-control-negative,95,91,108,129,103,104,95,105,72,108,1010,,,,
"18(1,B3)",Healthy-control-negative,112,81,130,152,122,127,120,118,114,133,1209,,,,
"19(1,C3)",RAM-001,121,82,105,112,106,111,90,110,134,144,1115,,,,
"20(1,D3)",RAC-001-T01,104,99,116,118,104,107,99,138,110,113,1108,,,,
"21(1,E3)",RAM-002,123,116,116,151,125,142,133,145,135,139,1325,,,,
"22(1,F3)",RAC-002-T01,102,91,140,137,100,114,95,113,107,117,1116,,,,
"23(1,G3)",RAC-002-T07,81,84,87,104,110,117,96,119,115,108,1021,,,,
"24(1,H3)",RAC-002-T08,97,106,116,112,109,94,108,108,125,135,1110,,,,
"25(1,A4)",RAM-005,116,107,102,139,111,106,123,129,111,123,1167,,,,
"26(1,B4)",RAC-005-T01,100,74,114,120,107,115,78,126,101,108,1043,,,,
"27(1,C4)",RAC-005-T08,85,103,124,120,105,118,94,122,100,103,1074,,,,
"28(1,D4)",RAM-007,96,125,116,143,113,122,99,109,113,106,1142,,,,
"29(1,E4)",RAC-007-T01,101,105,111,126,111,102,105,128,117,129,1135,,,,
"30(1,F4)",RAC-007-T07,99,99,106,123,128,139,115,144,125,126,1204,,,,
"31(1,G4)",RAC-007-T08,110,113,117,133,101,111,97,115,113,111,1121,,,,
"32(1,H4)",RAM-008,115,110,115,123,89,106,119,139,122,119,1157,,,,
"33(1,A5)",RAC-008-T01,92,100,120,104,109,114,98,137,110,94,1078,,,,
"34(1,B5)",RAC-008-T07,114,107,99,112,116,121,99,114,119,123,1124,,,,
"35(1,C5)",RAC-008-T08,106,88,119,157,110,112,105,127,109,125,1158,,,,
"36(1,D5)",RAM-009,91,125,110,143,99,119,114,130,117,142,1190,,,,
"37(1,E5)",RAC-009-T01,100,104,128,135,119,133,105,117,129,131,1201,,,,
"38(1,F5)",RAC-009-T07,116,109,108,125,98,117,126,118,99,124,1140,,,,
"39(1,G5)",RAC-009-T08,94,102,104,135,118,148,119,139,121,153,1233,,,,
"40(1,H5)",RAM-010,113,135,118,140,128,125,106,150,115,126,1256,,,,
"41(1,A6)",RAC-010-T01,92,108,115,130,117,116,104,119,115,113,1129,,,,
"42(1,B6)",RAC-010-T07,97,100,95,120,95,121,87,128,125,110,1078,,,,
"43(1,C6)",RAC-010-T08,105,96,122,148,115,122,123,143,134,138,1246,,,,
"44(1,D6)",RAM-011,103,117,113,133,108,122,114,124,126,111,1171,,,,
"45(1,E6)",RAC-011-T01,111,98,105,125,92,101,120,119,93,126,1090,,,,
"46(1,F6)",RAC-011-T07,103,113,110,151,117,116,112,94,128,123,1167,,,,
"47(1,G6)",RAC-011-T08,105,113,119,132,101,107,139,121,129,134,1200,,,,
"48(1,H6)",RAM-012,99,100,124,132,103,110,122,126,139,136,1191,,,,
"49(1,A7)",RAC-012-T01,69,102,91,121,122,107,108,110,111,113,1054,,,,
"50(1,B7)",RAC-012-T07,102,104,89,135,100,127,123,127,148,128,1183,,,,
"51(1,C7)",RAC-012-T08,97,101,128,133,118,123,103,123,123,166,1215,,,,
"52(1,D7)",RAM-013,93,113,117,163,99,136,144,124,143,148,1280,,,,
"53(1,E7)",RAC-013-T01,115,123,135,150,127,128,145,144,179,139,1385,,,,
"54(1,F7)",RAC-013-T07,108,113,121,134,112,131,109,128,143,129,1228,,,,
"55(1,G7)",RAC-013-T08,123,100,113,137,109,116,133,126,125,150,1232,,,,
"56(1,H7)",RAM-015,96,89,110,149,126,99,107,125,118,110,1129,,,,
"57(1,A8)",RAC-015-T01,102,93,114,128,108,120,96,122,122,115,1120,,,,
"58(1,B8)",RAC-015-T07,129,117,98,126,128,130,119,105,144,166,1262,,,,
"59(1,C8)",RAC-015-T08,96,98,109,131,109,118,129,112,135,130,1167,,,,
"60(1,D8)",RAM-016,117,114,107,126,122,133,118,133,130,116,1216,,,,
"61(1,E8)",RAC-016-T01,100,109,119,117,95,108,125,107,124,140,1144,,,,
"62(1,F8)",RAC-016-T07,117,110,119,143,131,119,147,126,131,121,1264,,,,
"63(1,G8)",RAC-016-T08,124,125,119,139,123,126,136,134,133,146,1305,,,,
"64(1,H8)",RAM-017,112,95,118,126,101,117,129,129,129,114,1170,,,,
"65(1,A9)",RAC-017-T01,109,121,125,130,99,107,95,114,103,92,1095,,,,
"66(1,B9)",RAC-017-T07,113,126,121,141,99,137,129,142,164,149,1321,,,,
"67(1,C9)",RAC-017-T08,87,112,115,113,125,137,100,120,107,116,1132,,,,
"68(1,D9)",RAM-018,108,104,126,145,112,136,126,131,154,142,1284,,,,
"69(1,E9)",RAC-018-T01,81,99,125,110,109,127,124,119,118,110,1122,,,,
"70(1,F9)",RAC-018-T07,116,116,108,108,122,105,106,111,163,145,1200,,,,
"71(1,G9)",RAC-018-T08,103,112,120,134,112,116,114,110,143,130,1194,,,,
"72(1,H9)",RAM-019,132,117,134,130,113,131,124,132,162,140,1315,,,,
"73(1,A10)",RAC-019-T01,76,95,77,105,77,90,92,105,89,84,890,,,,
"74(1,B10)",RAM-021,106,120,110,110,107,112,122,110,120,130,1147,,,,
"75(1,C10)",RAC-021-T01,63,104,107,113,87,114,69,106,81,90,934,,,,
"76(1,D10)",RAC-021-T07,70,82,74,110,78,84,79,92,102,67,838,,,,
"77(1,E10)",RAC-021-T08,120,110,110,127,130,122,123,136,153,146,1277,,,,
"78(1,F10)",HCAM-001,90,114,100,117,107,96,86,103,122,101,1036,,,,
"79(1,G10)",HCAM-001,104,113,109,117,126,142,136,143,158,142,1290,,,,
,,,,,,,,,,,,,,,,
